timestamp,actual,prediction
2025-03-18 17:15:00,4.32595108713296,4.1482897
2025-03-18 17:30:00,7.671499216727204,7.915762
2025-03-18 17:45:00,4.524229786369443,4.4556026
2025-03-18 18:00:00,6.186280506032767,6.018917
2025-03-18 18:15:00,4.968957472947691,5.1290927
2025-03-18 18:30:00,10.736074745601194,10.768433
2025-03-18 18:45:00,10.266011039897904,10.571263
2025-03-18 19:00:00,4.849526816919076,4.888718
2025-03-18 19:15:00,3.811168638950992,3.8912063
2025-03-18 19:30:00,9.045212824337773,9.013384
2025-03-18 19:45:00,4.319986089361633,4.3343096
2025-03-18 20:00:00,6.283502717860931,6.224478
2025-03-18 20:15:00,6.75018753159615,6.752174
2025-03-18 20:30:00,10.55913972796444,10.760657
2025-03-18 20:45:00,5.107594076402589,4.8037558
2025-03-18 21:00:00,5.453136428183016,5.4127913
2025-03-18 21:15:00,2.007196707099785,1.925275
2025-03-18 21:30:00,8.555974343990174,8.2921
2025-03-18 21:45:00,3.1452687073629786,3.2017488
2025-03-18 22:00:00,7.569490223321509,7.61225
2025-03-18 22:15:00,3.7034812229790073,3.6435058
2025-03-18 22:30:00,11.213259164947036,11.213939
2025-03-18 22:45:00,1.959112025252648,1.8718066
2025-03-18 23:00:00,10.902911185024958,11.107083
2025-03-18 23:15:00,6.512506680938117,6.6785755
2025-03-18 23:30:00,10.53935590596348,10.564983
2025-03-18 23:45:00,6.120280591067474,6.3673368
2025-03-19 00:00:00,1.7122052418043012,1.6676815
2025-03-19 00:15:00,3.0391085225749914,3.1732943
2025-03-19 00:30:00,4.683803722263439,4.805884
2025-03-19 00:45:00,11.09608248142274,11.138912
2025-03-19 01:00:00,8.597449509365122,8.886627
2025-03-19 01:15:00,7.146086559689391,7.43541
2025-03-19 01:30:00,5.7905463532853085,6.0106606
2025-03-19 01:45:00,5.78914626135856,5.7570605
2025-03-19 02:00:00,7.543034372420198,7.849973
2025-03-19 02:15:00,8.349826538837757,8.651885
2025-03-19 02:30:00,6.006357804868947,6.0135107
2025-03-19 02:45:00,9.647286104847698,9.487781
2025-03-19 03:00:00,6.704914094457775,6.8099756
2025-03-19 03:15:00,6.271834507887763,6.4504485
2025-03-19 03:30:00,7.881233460275795,7.7495418
2025-03-19 03:45:00,9.926814885714103,9.59825
2025-03-19 04:00:00,7.2459786098661905,7.391691
2025-03-19 04:15:00,10.756483199034962,10.252665
2025-03-19 04:30:00,10.345600604060529,10.63303
2025-03-19 04:45:00,8.99006922825468,9.372632
2025-03-19 05:00:00,5.98333519348984,6.1774073
2025-03-19 05:15:00,7.6627127741366365,7.760551
2025-03-19 05:30:00,6.439058060291208,6.7663255
2025-03-19 05:45:00,1.2020594086604686,1.1913075
2025-03-19 06:00:00,8.171448487121584,7.8849945
2025-03-19 06:15:00,10.609773285952585,10.593074
2025-03-19 06:30:00,6.22899706904131,6.387396
2025-03-19 06:45:00,2.7948085941250715,2.8856616
2025-03-19 07:00:00,5.915235067719574,5.872327
2025-03-19 07:15:00,1.192435892473099,1.1673551
2025-03-19 07:30:00,9.021057378393852,8.674989
2025-03-19 07:45:00,7.779284781755066,8.007767
2025-03-19 08:00:00,8.399605201647551,8.042878
2025-03-19 08:15:00,5.470196549482415,5.647151
2025-03-19 08:30:00,5.487415129635396,5.3011856
2025-03-19 08:45:00,3.7797375264489337,3.886932
2025-03-19 09:00:00,9.587638776407571,9.767181
2025-03-19 09:15:00,4.828363282572247,4.9380713
2025-03-19 09:30:00,6.6695565373305525,6.7835684
2025-03-19 09:45:00,5.860573664591151,5.7722197
2025-03-19 10:00:00,7.565983698940415,7.764475
2025-03-19 10:15:00,10.92983235423748,11.066207
2025-03-19 10:30:00,6.912414705432792,6.900019
2025-03-19 10:45:00,5.016180805961864,5.2590528
2025-03-19 11:00:00,7.409206351812447,7.2290273
2025-03-19 11:15:00,1.3671557755625388,1.4557482
2025-03-19 11:30:00,9.563957438837148,9.796007
2025-03-19 11:45:00,3.137025556527924,3.0060222
2025-03-19 12:00:00,6.872424798051724,6.7625594
2025-03-19 12:15:00,5.1609325495855485,5.2732344
2025-03-19 12:30:00,10.140863722261932,9.956255
2025-03-19 12:45:00,11.43158306223414,11.129124
2025-03-19 13:00:00,1.77567254316011,1.799342
2025-03-19 13:15:00,3.3236689227208585,3.320678
2025-03-19 13:30:00,9.817374436050724,9.834962
2025-03-19 13:45:00,5.74231909788937,5.820139
2025-03-19 14:00:00,7.489919145822419,7.7582097
2025-03-19 14:15:00,4.912538673034943,4.737079
2025-03-19 14:30:00,6.561472726390652,6.882987
2025-03-19 14:45:00,4.135493907659146,4.0263705
2025-03-19 15:00:00,7.142773690427985,6.9461107
2025-03-19 15:15:00,5.567954980628426,5.4955654
2025-03-19 15:30:00,8.171328009935674,8.2267275
2025-03-19 15:45:00,7.834693679543334,7.595383
2025-03-19 16:00:00,2.601218865944967,2.6340394
2025-03-19 16:15:00,2.9840950233565007,3.1075728
2025-03-19 16:30:00,1.491031975318954,1.491637
2025-03-19 16:45:00,4.956554103619825,4.795774
2025-03-19 17:00:00,3.9818777461408983,3.984075
2025-03-19 17:15:00,1.9690490507998684,2.0290334
2025-03-19 17:30:00,8.066940096506647,8.226124
2025-03-19 17:45:00,8.618712796482127,8.672031
2025-03-19 18:00:00,7.941168577462089,8.36655
2025-03-19 18:15:00,3.5560240431809893,3.590607
2025-03-19 18:30:00,7.56303942858428,7.4146113
2025-03-19 18:45:00,5.182946669798119,4.9945974
2025-03-19 19:00:00,1.3181139703805935,1.3011183
2025-03-19 19:15:00,11.220074789970132,11.3089075
2025-03-19 19:30:00,8.297785013984985,8.305958
2025-03-19 19:45:00,3.604274024494972,3.4992805
2025-03-19 20:00:00,4.454812791279476,4.3454003
2025-03-19 20:15:00,10.508309873116447,10.629025
